,Time,ClKr400Min,ClKr400Mean,ClKr400Max,ClKr550Min,ClKr550Mean,ClKr550Max,ClLkh250Min,ClLkh250Mean,ClLkh250Max,ClLkh500Min,ClLkh500Mean,ClLkh500Max,ClLkh700Min,ClLkh700Mean,ClLkh700Max,HDrdMin,HDrdMean,HDrdMax,HHvhMin,HHvhMean,HHvhMax,HKrMin,HKrMean,HKrMax,HVlaMin,HVlaMean,HVlaMax,QHagMin,QHagMean,QHagMax,QLobMin,QLobMean,QLobMax,QTielMin,QTielMean,QTielMax,WindEW,WindNS
0,2011-01-01,79.0,89.8768115942029,106.0,79.0,89.8768115942029,106.0,90.0,133.84782608695653,452.0,83.0,138.81159420289856,548.0,86.0,165.57971014492753,638.0,34.0,63.33098591549296,115.0,-41.0,23.72142857142857,136.0,-2.0,49.51063829787234,141.0,-24.0,38.87234042553192,144.0,471.0,546.4347826086956,599.0,2871.0,2931.217391304348,3021.0,2078.0,2139.521739130435,2220.0,25.160117038362717,-16.33917105045082
1,2011-01-02,82.0,96.3125,116.0,82.0,96.3125,116.0,100.0,257.1458333333333,867.0,93.0,289.88194444444446,940.0,97.0,333.625,993.0,28.0,64.06802721088435,109.0,-53.0,14.299319727891156,123.0,-12.0,45.91095890410959,135.0,-36.0,32.92567567567568,136.0,447.0,526.88,598.0,2780.0,2828.72,2871.0,1997.0,2031.44,2078.0,20.478801107224797,-14.339410908776149
2,2011-01-03,85.0,101.93055555555556,125.0,85.0,101.93055555555556,125.0,100.0,185.22222222222223,609.0,96.0,197.52083333333334,633.0,100.0,216.68055555555554,686.0,17.0,54.68027210884354,102.0,-72.0,6.9523809523809526,121.0,-25.0,35.394557823129254,131.0,-52.0,23.94557823129252,135.0,393.0,498.28,559.0,2704.0,2750.24,2801.0,1941.0,1966.88,2002.0,13.121180579810146,15.09419160445544
3,2011-01-04,89.0,104.1875,125.0,89.0,104.1875,125.0,96.0,116.45833333333333,156.0,89.0,110.98611111111111,151.0,92.0,115.80555555555556,218.0,12.0,50.843537414965986,101.0,-70.0,6.655405405405405,127.0,-29.0,31.68027210884354,130.0,-49.0,22.73469387755102,137.0,416.0,466.56,506.0,2602.0,2654.28,2690.0,1879.0,1909.64,1941.0,16.08044375975054,52.596761577966944
4,2011-01-05,89.0,108.8125,139.0,89.0,108.8125,139.0,97.0,104.95833333333333,119.0,89.0,98.63194444444444,111.0,93.0,101.82638888888889,115.0,0.0,41.38775510204081,92.0,-86.0,-0.527027027027027,119.0,-46.0,22.425675675675677,121.0,-65.0,13.073825503355705,129.0,397.0,433.0416666666667,468.0,2474.0,2526.16,2588.0,1810.0,1844.44,1879.0,-1.1693112312979697,66.98979557547821
5,2011-01-06,96.0,109.52083333333333,129.0,96.0,109.52083333333333,129.0,100.0,149.4375,362.0,96.0,150.64583333333334,475.0,100.0,162.52083333333334,596.0,11.0,59.57534246575342,120.0,-53.0,34.59863945578231,169.0,-24.0,49.59731543624161,162.0,-39.0,45.898648648648646,176.0,355.0,409.04,469.0,2441.0,2460.28,2494.0,1763.0,1782.88,1810.0,7.624946490210378,11.741387951235938
6,2011-01-07,99.0,121.97916666666667,155.0,99.0,121.97916666666667,155.0,118.0,226.72222222222223,796.0,110.0,260.5,903.0,114.0,293.52777777777777,939.0,26.0,70.52027027027027,122.0,-76.0,20.78523489932886,148.0,-25.0,49.44897959183673,150.0,-56.0,37.41891891891892,157.0,374.0,430.36,483.0,2441.0,2546.2,2683.0,1751.0,1767.24,1793.0,-13.675589497124573,32.217669870835415
7,2011-01-08,98.0,124.27777777777777,155.0,98.0,124.27777777777777,155.0,108.0,141.375,188.0,104.0,140.64583333333334,211.0,108.0,147.29166666666666,244.0,36.0,70.39189189189189,124.0,-69.0,21.413333333333334,151.0,-13.0,49.398648648648646,158.0,-44.0,38.554054054054056,163.0,437.0,537.72,1017.0,2723.0,3274.12,4064.0,1797.0,1917.36,2138.0,28.601401483591456,56.13341102386717
8,2011-01-09,98.0,119.26388888888889,147.0,98.0,119.26388888888889,147.0,110.0,118.67361111111111,139.0,103.0,111.98611111111111,135.0,106.0,115.38888888888889,143.0,56.0,90.05405405405405,143.0,-51.0,31.093333333333334,145.0,4.0,65.33783783783784,161.0,-27.0,50.92567567567568,160.0,463.0,660.48,754.0,4143.0,5141.76,6066.0,2184.0,2749.04,3380.0,39.793803482642005,26.841259366595843
9,2011-01-10,88.0,121.5625,157.0,88.0,121.5625,157.0,98.0,107.38194444444444,114.0,91.0,100.79861111111111,110.0,94.0,104.00694444444444,110.0,21.0,76.34013605442176,140.0,-96.0,-1.4864864864864864,117.0,-32.0,44.45945945945946,146.0,-66.0,22.66216216216216,138.0,738.0,851.88,947.0,6129.0,6871.32,7445.0,3453.0,4052.28,4547.0,-7.195985391850611,45.43366366737634
10,2011-01-11,69.0,109.42361111111111,148.0,69.0,109.42361111111111,148.0,85.0,96.02777777777777,103.0,78.0,89.67361111111111,99.0,85.0,92.55555555555556,102.0,20.0,70.71621621621621,167.0,-68.0,23.835616438356166,163.0,-23.0,51.70068027210884,182.0,-50.0,38.993197278911566,177.0,966.0,1069.56,1161.0,7466.0,7873.56,8078.0,4561.0,4962.56,5338.0,12.712763256883255,26.065027342675837
11,2011-01-12,58.0,92.32638888888889,135.0,58.0,92.32638888888889,135.0,68.0,79.44444444444444,96.0,61.0,73.30555555555556,88.0,65.0,75.61111111111111,92.0,35.0,88.8972602739726,136.0,-79.0,16.527027027027028,107.0,-8.0,62.755102040816325,138.0,-51.0,39.067567567567565,127.0,1182.0,1260.76,1314.0,7919.0,8074.72,8170.0,5353.0,5597.24,5722.0,30.178715333563336,34.716640690247516
12,2011-01-13,41.0,96.09722222222223,148.0,41.0,96.09722222222223,148.0,63.0,68.76388888888889,74.0,57.0,62.99305555555556,68.0,63.0,65.99305555555556,71.0,61.0,100.04054054054055,157.0,-31.0,34.435374149659864,126.0,27.0,78.6891891891892,160.0,-9.0,55.148648648648646,146.0,1319.0,1366.5,1403.0,7430.0,7631.16,7887.0,5490.0,5613.08,5722.0,62.68927909298381,33.33248095779825
13,2011-01-14,56.0,123.25694444444444,161.0,56.0,123.25694444444444,161.0,61.0,64.63194444444444,67.0,55.0,59.15277777777778,63.0,58.0,62.13194444444444,66.0,64.0,99.421768707483,143.0,-30.0,29.095890410958905,111.0,31.0,76.58503401360544,147.0,-8.0,50.20945945945946,130.0,1391.0,1425.24,1446.0,7324.0,7376.6,7459.0,5294.0,5365.36,5490.0,81.35104509070614,52.82998639645763
14,2011-01-15,57.0,116.67361111111111,147.0,57.0,116.67361111111111,147.0,57.0,62.25694444444444,64.0,52.0,57.31944444444444,58.0,57.0,60.423611111111114,64.0,49.0,89.26027397260275,136.0,-48.0,18.364864864864863,101.0,13.0,65.04761904761905,136.0,-23.0,39.717241379310344,123.0,1412.0,1437.08,1450.0,7463.0,7778.16,8081.0,5279.0,5359.24,5505.0,42.49866066377674,63.00685551418318
15,2011-01-16,51.0,91.92361111111111,127.0,51.0,91.92361111111111,127.0,57.0,58.1875,61.0,51.0,52.3125,55.0,54.0,55.395833333333336,57.0,53.0,87.15753424657534,145.0,-43.0,21.612244897959183,120.0,16.0,65.38095238095238,148.0,-20.0,41.02739726027397,135.0,1441.0,1459.375,1473.0,8106.0,8286.28,8381.0,5505.0,5650.6,5769.0,22.249223594996224,68.47606917325105
16,2011-01-17,48.0,79.1875,115.0,48.0,79.1875,115.0,53.0,54.138888888888886,57.0,48.0,48.6875,51.0,50.0,51.833333333333336,54.0,55.0,95.25675675675676,147.0,-32.0,27.741496598639454,118.0,23.0,74.58108108108108,152.0,-10.0,49.53378378378378,137.0,1561.0,1561.0,1561.0,8172.0,8314.64,8388.0,5769.0,5793.68,5817.0,19.28833045871942,39.54693803716334
17,2011-01-18,48.0,75.65972222222223,107.0,48.0,75.65972222222223,107.0,51.0,52.958333333333336,53.0,45.0,47.99305555555556,50.0,50.0,50.22222222222222,53.0,50.0,93.48979591836735,152.0,-48.0,18.304054054054053,121.0,17.0,70.34931506849315,158.0,-24.0,42.63945578231292,143.0,1622.0,1622.0,1622.0,7498.0,7850.48,8152.0,5520.0,5669.48,5785.0,4.596516016393688,-18.435618799243933
18,2011-01-19,45.0,69.95833333333333,97.0,45.0,69.95833333333333,97.0,50.0,52.173611111111114,53.0,45.0,47.583333333333336,48.0,48.0,49.81944444444444,53.0,49.0,90.86486486486487,158.0,-56.0,17.91390728476821,136.0,15.0,68.14965986394557,170.0,-31.0,42.42176870748299,156.0,1580.0,1580.0,1580.0,6753.0,7118.24,7463.0,5103.0,5307.64,5505.0,21.44924440733138,-17.998053071223104
19,2011-01-20,45.0,65.54861111111111,95.0,45.0,65.54861111111111,95.0,51.0,51.0,51.0,45.0,45.173611111111114,48.0,48.0,48.21527777777778,51.0,32.0,79.94557823129252,146.0,-74.0,11.108108108108109,133.0,-1.0,57.68027210884354,160.0,-47.0,32.648648648648646,150.0,1380.0,1423.4285714285713,1457.0,6146.0,6418.92,6721.0,4709.0,4892.04,5088.0,-3.896846826881846,-27.727505924763967
20,2011-01-21,46.0,60.708333333333336,83.0,46.0,60.708333333333336,83.0,51.0,51.729166666666664,52.0,46.0,46.0,46.0,48.0,48.895833333333336,49.0,24.0,70.1917808219178,141.0,-77.0,8.773333333333333,135.0,-8.0,50.1,157.0,-53.0,27.927152317880793,151.0,1250.0,1325.4,1396.0,5541.0,5843.04,6121.0,4339.0,4517.92,4695.0,4.239354113865638,-6.7843847692514085
21,2011-01-22,49.0,60.28472222222222,83.0,49.0,60.28472222222222,83.0,52.0,53.145833333333336,55.0,46.0,47.395833333333336,49.0,49.0,50.604166666666664,52.0,16.0,64.79054054054055,134.0,-93.0,6.58,138.0,-21.0,46.09933774834437,152.0,-67.0,25.56,151.0,1111.0,1198.5,1272.0,4833.0,5182.44,5518.0,3851.0,4085.08,4313.0,-1.2563818812900316,-35.97806977268745
22,2011-01-23,49.0,61.13194444444444,83.0,49.0,61.13194444444444,83.0,55.0,55.0,55.0,49.0,50.791666666666664,52.0,52.0,52.229166666666664,55.0,8.0,57.857142857142854,128.0,-97.0,5.225165562913907,140.0,-31.0,40.90604026845637,151.0,-73.0,23.23841059602649,153.0,962.0,1071.625,1135.0,4286.0,4530.56,4822.0,3380.0,3595.92,3839.0,-2.5717582782094417e-15,-42.0
23,2011-01-24,52.0,61.68055555555556,80.0,52.0,61.68055555555556,80.0,55.0,56.30555555555556,58.0,52.0,54.541666666666664,55.0,52.0,54.854166666666664,57.0,3.0,53.67567567567568,116.0,-103.0,4.94,131.0,-35.0,37.946666666666665,140.0,-76.0,23.08783783783784,142.0,833.0,954.5,1027.0,3848.0,4040.32,4246.0,2974.0,3162.84,3370.0,20.151644295556004,-31.03081101398069
24,2011-01-25,55.0,62.1875,73.0,55.0,62.1875,73.0,58.0,60.916666666666664,79.0,55.0,59.125,82.0,55.0,59.673611111111114,85.0,18.0,63.1554054054054,127.0,-60.0,22.894039735099337,142.0,-14.0,50.61333333333334,152.0,-43.0,38.79194630872483,153.0,634.0,815.76,909.0,3531.0,3675.64,3848.0,2660.0,2808.68,2965.0,36.82019413809761,-15.629245139570951
25,2011-01-26,61.0,68.59027777777777,81.0,61.0,68.59027777777777,81.0,61.0,64.33333333333333,67.0,61.0,62.6875,65.0,61.0,62.895833333333336,67.0,2.0,48.83673469387755,107.0,-73.0,5.128378378378378,118.0,-32.0,32.70068027210884,129.0,-56.0,20.598639455782312,131.0,612.0,701.12,763.0,3342.0,3432.2,3514.0,2457.0,2545.32,2645.0,-22.93625724009177,-16.06014021782929
26,2011-01-27,65.0,71.79861111111111,85.0,65.0,71.79861111111111,85.0,64.0,67.54861111111111,69.0,64.0,65.13194444444444,69.0,64.0,65.45138888888889,68.0,-17.0,23.482993197278912,75.0,-116.0,-27.77027027027027,72.0,-65.0,2.0,89.0,-97.0,-11.75,88.0,608.0,652.0416666666666,711.0,3204.0,3269.8,3334.0,2301.0,2370.2,2450.0,-45.59706649052729,-30.75560969089108
27,2011-01-28,66.0,72.125,81.0,66.0,72.125,81.0,69.0,70.08333333333333,73.0,65.0,68.36805555555556,71.0,65.0,68.59027777777777,70.0,-9.0,20.006849315068493,66.0,-102.0,-30.10135135135135,64.0,-58.0,-2.5337837837837838,82.0,-84.0,-14.378378378378379,80.0,535.0,610.64,651.0,3109.0,3144.76,3189.0,2190.0,2242.04,2301.0,-42.85636564983039,-23.755671392070525
28,2011-01-29,68.0,71.88194444444444,76.0,68.0,71.88194444444444,76.0,73.0,74.16666666666667,85.0,70.0,71.19444444444444,85.0,70.0,71.07638888888889,88.0,7.0,34.183673469387756,80.0,-69.0,-11.128378378378379,76.0,-30.0,14.924657534246576,94.0,-50.0,3.786206896551724,92.0,544.0,582.875,610.0,3029.0,3068.4,3131.0,2133.0,2164.16,2196.0,-24.866025855051795,-23.187944242124953
29,2011-01-30,69.0,74.22916666666667,81.0,69.0,74.22916666666667,81.0,76.0,93.52083333333333,267.0,73.0,100.43055555555556,293.0,73.0,108.4375,402.0,-2.0,27.506756756756758,73.0,-85.0,-23.08219178082192,74.0,-47.0,6.3061224489795915,89.0,-70.0,-5.736486486486487,89.0,515.0,555.04,591.0,2886.0,2960.76,3022.0,2062.0,2098.6,2144.0,-30.611689749878845,-16.968336708621802
30,2011-01-31,71.0,75.51388888888889,78.0,71.0,75.51388888888889,78.0,80.0,117.22916666666667,230.0,76.0,125.52777777777777,279.0,76.0,139.88888888888889,421.0,2.0,39.157534246575345,91.0,-66.0,-2.6824324324324325,106.0,-31.0,24.222972972972972,116.0,-50.0,13.878378378378379,120.0,450.0,526.1666666666666,559.0,2732.0,2802.0,2879.0,1964.0,2010.96,2057.0,-11.910553819695865,1.4624321208617668
31,2011-02-01,74.0,79.01388888888889,82.0,74.0,79.01388888888889,82.0,87.0,145.99,432.0,83.0,160.46,478.0,86.0,180.21,502.0,-2.0,41.31972789115646,93.0,-82.0,7.3355704697986575,120.0,-41.0,28.404109589041095,126.0,-64.0,21.727891156462587,133.0,437.0,491.56,547.0,2589.0,2642.04,2719.0,1875.0,1913.04,1964.0,22.25660909779461,35.61802003856989
32,2011-02-02,78.0,82.0625,89.0,78.0,82.0625,89.0,97.0,193.03225806451613,672.0,94.0,232.73387096774192,724.0,94.0,289.75,742.0,12.0,49.24324324324324,98.0,-76.0,0.5298013245033113,116.0,-32.0,29.727891156462587,125.0,-56.0,17.04635761589404,126.0,364.0,428.2,472.0,2401.0,2480.96,2555.0,1785.0,1825.24,1871.0,30.98512314386879,58.27454112868918
33,2011-02-03,83.0,85.47222222222223,89.0,83.0,85.47222222222223,89.0,97.0,173.13888888888889,385.0,94.0,188.70138888888889,436.0,93.0,202.36111111111111,470.0,6.0,55.148648648648646,107.0,-61.0,25.877551020408163,143.0,-37.0,42.374149659863946,143.0,-55.0,38.06802721088435,153.0,353.0,409.36,453.0,2306.0,2365.96,2435.0,1708.0,1742.4,1785.0,43.06881896845783,44.59906762099637
34,2011-02-04,85.0,88.75,94.0,85.0,88.75,94.0,96.0,136.6875,270.0,92.0,141.36111111111111,270.0,92.0,149.61805555555554,451.0,15.0,63.156462585034014,129.0,-83.0,32.29333333333334,182.0,-30.0,50.63758389261745,176.0,-60.0,43.09395973154363,192.0,311.0,360.56,396.0,2252.0,2281.16,2311.0,1667.0,1687.88,1713.0,100.37637416962869,87.25585085573744
35,2011-02-05,86.0,90.81944444444444,97.0,86.0,90.81944444444444,97.0,100.0,203.56944444444446,422.0,96.0,213.65972222222223,488.0,96.0,217.84722222222223,516.0,41.0,87.83108108108108,136.0,-65.0,37.358108108108105,154.0,-12.0,68.36912751677852,165.0,-39.0,54.07382550335571,169.0,236.0,328.16,377.0,2195.0,2235.48,2263.0,1633.0,1652.12,1679.0,113.40624242671558,85.45773328759087
36,2011-02-06,90.0,93.82638888888889,100.0,90.0,93.82638888888889,100.0,102.0,151.11805555555554,305.0,100.0,157.20833333333334,302.0,100.0,159.92361111111111,330.0,34.0,77.40136054421768,132.0,-73.0,18.93421052631579,146.0,-21.0,53.47945205479452,160.0,-48.0,39.101351351351354,160.0,216.0,319.0416666666667,376.0,2142.0,2175.4,2220.0,1605.0,1622.2,1642.0,94.23899018558055,71.01417273194171
37,2011-02-07,92.0,97.72222222222223,106.0,92.0,97.72222222222223,106.0,101.0,116.25,139.0,98.0,114.5,139.0,98.0,114.77083333333333,170.0,15.0,55.027027027027025,107.0,-86.0,6.873333333333333,121.0,-37.0,32.12837837837838,132.0,-60.0,21.733333333333334,135.0,252.0,315.9166666666667,348.0,2105.0,2121.36,2134.0,1560.0,1578.24,1609.0,57.275649276110364,57.27564927611034
38,2011-02-08,95.0,98.375,105.0,95.0,98.375,105.0,101.0,149.46527777777777,355.0,101.0,152.81944444444446,379.0,98.0,164.25,571.0,31.0,65.63945578231292,117.0,-62.0,24.812080536912752,152.0,-18.0,49.34013605442177,151.0,-38.0,40.891891891891895,162.0,263.0,307.4347826086956,337.0,2084.0,2116.92,2143.0,1544.0,1554.16,1564.0,22.996496988597,-0.4014053480575191
39,2011-02-09,96.0,103.22916666666667,113.0,96.0,103.22916666666667,113.0,108.0,143.96527777777777,283.0,105.0,150.63888888888889,312.0,105.0,158.70138888888889,469.0,0.0,41.476190476190474,96.0,-99.0,-12.639455782312925,103.0,-53.0,14.150684931506849,117.0,-77.0,3.8175675675675675,119.0,253.0,302.64,336.0,2112.0,2141.24,2172.0,1548.0,1558.0,1564.0,-5.821527342897264,27.388132820546556
40,2011-02-10,100.0,103.70833333333333,109.0,100.0,103.70833333333333,109.0,108.0,132.40277777777777,273.0,105.0,133.63194444444446,330.0,105.0,138.02777777777777,472.0,6.0,44.16216216216216,95.0,-72.0,11.945945945945946,123.0,-38.0,28.34931506849315,129.0,-54.0,24.244897959183675,137.0,260.0,306.48,348.0,2096.0,2112.56,2134.0,1544.0,1555.16,1572.0,23.50000000000002,40.70319397786861
41,2011-02-11,100.0,103.90972222222223,108.0,100.0,103.90972222222223,108.0,111.0,196.21527777777777,523.0,111.0,225.89583333333334,722.0,111.0,249.66666666666666,743.0,24.0,56.486486486486484,98.0,-64.0,15.363013698630137,115.0,-25.0,38.229729729729726,127.0,-47.0,29.857142857142858,129.0,263.0,302.88,333.0,2048.0,2082.52,2109.0,1536.0,1544.0,1552.0,21.47234980943564,8.24246283954191
42,2011-02-12,102.0,108.11805555555556,118.0,102.0,108.11805555555556,118.0,112.0,155.39583333333334,312.0,109.0,162.52083333333334,355.0,109.0,167.71527777777777,363.0,0.0,33.06122448979592,72.0,-95.0,-21.7972972972973,69.0,-53.0,5.885135135135135,87.0,-76.0,-4.891156462585034,86.0,272.0,298.48,336.0,2067.0,2117.52,2185.0,1528.0,1537.16,1548.0,-8.596084826764017,20.25110677595369
43,2011-02-13,102.0,108.66666666666667,118.0,102.0,108.66666666666667,118.0,109.0,129.79166666666666,208.0,109.0,131.8125,257.0,109.0,133.78472222222223,279.0,14.0,39.63265306122449,78.0,-62.0,-0.668918918918919,87.0,-30.0,20.2027027027027,99.0,-45.0,12.89795918367347,100.0,292.0,343.12,405.0,2174.0,2271.88,2360.0,1544.0,1571.44,1613.0,-10.644563406385366,42.69301195614385
44,2011-02-14,102.0,110.60416666666667,121.0,102.0,110.60416666666667,121.0,112.0,158.39583333333334,418.0,112.0,167.04166666666666,456.0,112.0,175.44444444444446,488.0,4.0,33.68027210884354,73.0,-76.0,-11.5,77.0,-42.0,11.027397260273972,92.0,-60.0,2.986206896551724,90.0,319.0,382.16,454.0,2339.0,2431.24,2468.0,1613.0,1656.44,1700.0,-4.175193028801964,29.70804206224711
45,2011-02-15,101.0,111.61111111111111,125.0,101.0,111.61111111111111,125.0,115.0,190.625,478.0,115.0,214.74305555555554,516.0,114.0,238.04861111111111,682.0,-1.0,36.48979591836735,78.0,-75.0,-5.0476190476190474,97.0,-42.0,17.864864864864863,107.0,-58.0,9.695945945945946,110.0,355.0,400.88,449.0,2449.0,2484.64,2521.0,1700.0,1716.76,1738.0,-22.500000000000004,38.97114317029974
46,2011-02-16,97.0,110.125,123.0,97.0,110.125,123.0,114.0,223.125,525.0,114.0,257.65972222222223,651.0,114.0,306.4236111111111,743.0,13.0,49.1986301369863,93.0,-65.0,4.5646258503401365,112.0,-28.0,31.52027027027027,123.0,-46.0,21.9527027027027,126.0,364.0,414.57142857142856,469.0,2482.0,2508.3333333333335,2548.0,1734.0,1744.24,1759.0,-6.973482684659812,30.205472008342294
47,2011-02-17,93.0,106.3125,123.0,93.0,106.3125,123.0,117.0,243.77083333333334,701.0,114.0,264.80555555555554,745.0,113.0,283.50694444444446,794.0,15.0,53.567567567567565,107.0,-61.0,11.953020134228188,141.0,-23.0,36.66216216216216,144.0,-43.0,28.244897959183675,155.0,382.0,423.4,464.0,2462.0,2482.64,2509.0,1742.0,1751.88,1763.0,-30.31088913245535,-17.5
48,2011-02-18,94.0,106.49305555555556,124.0,94.0,106.49305555555556,124.0,104.0,158.13888888888889,505.0,104.0,172.21527777777777,577.0,104.0,187.34722222222223,848.0,6.0,45.35616438356164,99.0,-84.0,-4.302631578947368,125.0,-39.0,22.58783783783784,127.0,-62.0,12.6158940397351,137.0,362.0,402.56,437.0,2353.0,2408.84,2455.0,1704.0,1727.72,1751.0,-37.99421241594287,0.6631914446167753
49,2011-02-19,92.0,107.92361111111111,129.0,92.0,107.92361111111111,129.0,101.0,117.59027777777777,155.0,99.0,115.93055555555556,162.0,99.0,115.76388888888889,165.0,-17.0,25.62837837837838,87.0,-117.0,-28.36,105.0,-70.0,-0.6026490066225165,110.0,-95.0,-11.185430463576159,117.0,341.0,384.2,410.0,2224.0,2289.64,2380.0,1646.0,1677.96,1717.0,-55.455011849527935,7.79369365376369
50,2011-02-20,90.0,103.95833333333333,120.0,90.0,103.95833333333333,120.0,97.0,114.29861111111111,149.0,96.0,112.44444444444444,149.0,96.0,112.89583333333333,156.0,-17.0,21.448979591836736,81.0,-105.0,-16.63758389261745,132.0,-62.0,1.6556291390728477,118.0,-87.0,-5.333333333333333,137.0,259.0,335.64,389.0,2098.0,2147.2,2216.0,1580.0,1608.6,1650.0,-59.0,1.4450832229938766e-14
51,2011-02-21,92.0,102.29861111111111,119.0,92.0,102.29861111111111,119.0,98.0,156.42361111111111,340.0,98.0,163.03472222222223,445.0,98.0,176.0,501.0,-21.0,21.6734693877551,79.0,-116.0,-20.642384105960264,119.0,-70.0,0.49333333333333335,109.0,-96.0,-6.386666666666667,126.0,241.0,282.36,333.0,1999.0,2044.32,2077.0,1515.0,1542.08,1572.0,-51.49393957456165,7.237001249923426
52,2011-02-22,95.0,101.44444444444444,114.0,95.0,101.44444444444444,114.0,107.0,159.23611111111111,288.0,104.0,166.57638888888889,327.0,103.0,176.42361111111111,384.0,-14.0,25.19047619047619,80.0,-105.0,-13.76,119.0,-61.0,6.6,113.0,-86.0,-0.20666666666666667,127.0,191.0,230.2,274.0,1929.0,1968.6,2005.0,1472.0,1494.44,1519.0,-33.28697807033037,10.815594803123169
53,2011-02-23,96.0,105.88194444444444,127.0,96.0,105.88194444444444,127.0,107.0,146.6875,316.0,99.0,151.47222222222223,327.0,105.0,157.15972222222223,378.0,-21.0,21.537414965986393,80.0,-116.0,-25.933774834437084,108.0,-76.0,-2.946308724832215,109.0,-96.0,-10.673469387755102,117.0,142.0,188.16,222.0,1862.0,1903.0,1935.0,1440.0,1456.84,1476.0,-11.697454825880977,50.66724336883223
54,2011-02-24,99.0,107.8125,123.0,99.0,107.8125,123.0,106.0,148.72222222222223,389.0,99.0,150.46527777777777,526.0,103.0,168.33333333333334,686.0,-15.0,29.14864864864865,81.0,-92.0,-0.020134228187919462,113.0,-61.0,13.912162162162161,115.0,-74.0,10.513333333333334,124.0,110.0,149.95833333333334,178.0,1828.0,1862.52,1889.0,1412.0,1426.16,1448.0,8.919959692931924,16.776004264319614
55,2011-02-25,98.0,109.43055555555556,125.0,98.0,109.43055555555556,125.0,113.0,266.34027777777777,743.0,105.0,311.25,877.0,109.0,372.52777777777777,1016.0,6.0,38.7687074829932,87.0,-79.0,0.7619047619047619,116.0,-43.0,18.0,120.0,-62.0,12.183673469387756,127.0,100.0,134.76,196.0,1819.0,1843.08,1869.0,1393.0,1405.92,1424.0,7.900644251074872,37.16960882788461
56,2011-02-26,99.0,107.54861111111111,116.0,99.0,107.54861111111111,116.0,115.0,306.50694444444446,1187.0,111.0,334.7361111111111,1213.0,114.0,386.80555555555554,1263.0,18.0,50.44897959183673,97.0,-48.0,23.743243243243242,115.0,-18.0,36.66438356164384,122.0,-28.0,34.04761904761905,126.0,73.0,116.2,161.0,1793.0,1813.08,1838.0,1385.0,1395.0,1409.0,18.469844259769744,23.640322608201664
57,2011-02-27,100.0,112.34722222222223,130.0,100.0,112.34722222222223,130.0,136.0,378.09027777777777,791.0,135.0,451.1111111111111,1070.0,174.0,590.7916666666666,1316.0,40.0,65.13698630136986,104.0,-47.0,19.462585034013607,112.0,-6.0,42.24657534246575,127.0,-26.0,35.51700680272109,128.0,51.0,102.04,155.0,1766.0,1785.72,1816.0,1362.0,1377.88,1393.0,52.76328260889498,-47.508273051478945
58,2011-02-28,103.0,154.20833333333334,200.0,103.0,154.20833333333334,200.0,121.0,241.54861111111111,482.0,121.0,278.96527777777777,709.0,128.0,360.6875,1104.0,13.0,45.35374149659864,91.0,-85.0,-15.414965986394558,80.0,-43.0,15.700680272108844,103.0,-67.0,3.493150684931507,99.0,58.0,108.68,136.0,1797.0,1825.16,1849.0,1377.0,1382.68,1393.0,-18.017254983928975,-28.833635269318478
59,2011-03-01,107.0,163.125,214.0,107.0,163.125,214.0,126.0,214.11805555555554,455.0,125.0,231.15972222222223,492.0,128.0,261.27777777777777,704.0,-5.0,26.0,65.0,-101.0,-27.29054054054054,72.0,-61.0,-0.17567567567567569,86.0,-83.0,-9.128378378378379,88.0,65.0,129.0,218.0,1825.0,1838.64,1862.0,1381.0,1388.52,1397.0,-34.77112853649689,-39.99960775180691
60,2011-03-02,106.0,149.70138888888889,203.0,106.0,149.70138888888889,203.0,122.0,161.875,279.0,117.0,165.10416666666666,308.0,121.0,176.95138888888889,396.0,-16.0,16.16216216216216,61.0,-121.0,-34.333333333333336,75.0,-78.0,-8.585034013605442,84.0,-103.0,-16.46938775510204,90.0,100.0,140.83333333333334,204.0,1827.0,1853.76,1881.0,1389.0,1393.3333333333333,1405.0,-42.41851469391189,-39.55590488362492
61,2011-03-03,107.0,142.93055555555554,177.0,107.0,142.93055555555554,177.0,120.0,170.125,379.0,117.0,172.86805555555554,413.0,120.0,186.86805555555554,458.0,-9.0,19.401360544217688,66.0,-100.0,-24.428571428571427,85.0,-61.0,-1.6666666666666667,92.0,-82.0,-8.662162162162161,99.0,115.0,139.4,158.0,1834.0,1858.04,1888.0,1385.0,1393.68,1405.0,-31.259626670654892,-32.37029101523929
62,2011-03-04,107.0,133.75694444444446,174.0,107.0,133.75694444444446,174.0,120.0,175.51388888888889,366.0,114.0,182.15277777777777,448.0,121.0,197.88194444444446,578.0,-18.0,17.027210884353742,67.0,-119.0,-26.426666666666666,92.0,-75.0,-4.870748299319728,97.0,-100.0,-10.414965986394558,106.0,107.0,131.12,151.0,1807.0,1838.52,1858.0,1389.0,1397.5,1409.0,-21.14194916193745,-22.671964750194288
63,2011-03-05,107.0,123.88888888888889,149.0,107.0,123.88888888888889,149.0,120.0,230.5625,492.0,117.0,247.42361111111111,546.0,121.0,278.90972222222223,806.0,-4.0,28.864864864864863,80.0,-91.0,-8.46,112.0,-53.0,10.053691275167786,113.0,-75.0,5.843537414965986,124.0,27.0,102.04,144.0,1769.0,1793.48,1815.0,1366.0,1378.48,1389.0,-7.321259575364404,-16.443818237566816
